og_code,operator_name,operator_no,lease_name,lease_no,well_no,api,district,county,field_name,field_no,oil_unit_no,water_land_code,api_depth,shutin_dt,well_plugged,cost_calc,compliance_due_date,orig_completion,ice_inspection_date,ice_inspection_id,sfp_code,ofcu_well_priority,sb639_enf,sb639_r15,months_delinquent,p5_renewal_month,p5_renewal_year,p5_originating_status,current_5yr_inactive,current_10yr_inactive,aged_5yr_inactive,aged_10yr_inactive,current_inactive_yrs,current_inactive_months,aged_inactive_yrs,aged_inactive_months,extension_status,ext_data_h,ext_data_e,ext_data_p,ext_data_f,ext_data_v,ext_data_x,ext_data_o,ext_data_t,ext_data_m,ext_data_k,ext_data_r,ext_data_q,ext_data_s,ext_data_w
G,"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",231046,13,34732533,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9028,2019-10-15,f,71592,,2007-07-23,2019-10-25,540933,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",231048,9,34732513,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9055,2019-10-15,f,71806,,2007-07-26,2019-10-25,540930,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",235769,10,34732606,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9220,2019-09-15,f,73115,,2007-12-13,2019-10-30,543375,,,Enf,,21,9,2021,D,f,f,f,f,1,8,2,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",247567,14,34732642,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9173,2019-09-15,f,72742,,2008-01-22,2019-10-30,543382,,,Enf,,21,9,2021,D,f,f,f,f,1,8,2,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ROYALTY RESOURCES, L.L.C.",732124,"FOSTER, W. L.",13513,1,22703748,08,HOWARD,"IATAN, EAST HOWARD",44148500,,L,2700,2018-01-15,f,48276,,1959-01-20,2020-05-15,630514,263736,3,Enf,,39,3,2022,D,f,f,f,f,3,4,4,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,I10,05930153,7B,CALLAHAN,CALLAHAN COUNTY REGULAR,14820001,A,L,350,2018-07-15,f,3945,,1970-01-15,2020-10-08,696487,,3,Enf,Rule 15,21,8,2021,D,f,f,f,f,2,10,3,1,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"DSD-FRIO ENVIRONMENTAL, INC.",229360,FRIO COUNTY SCHOOL LAND,16058,5,16333467,01,FRIO,PEARSALL (AUSTIN CHALK),69981125,,L,6010,2016-03-15,f,66951,,2012-06-02,2021-04-07,760524,273967,3,Enf,,52,1,2022,D,t,f,t,f,5,2,5,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"DSD-FRIO ENVIRONMENTAL, INC.",229360,FRIO COUNTY SCHOOL LAND,16058,6,16333725,01,FRIO,PEARSALL (AUSTIN CHALK),69981125,,L,6063,2016-03-15,f,67542,,2013-06-05,2021-04-06,759963,273967,3,Enf,,52,1,2022,D,t,f,t,f,5,2,5,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,GARRISON LUMBER,233064,3,34732570,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8840,2019-09-15,f,70101,,2007-08-27,2019-10-28,541591,,,Enf,,21,9,2021,D,f,f,f,f,1,8,2,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2613,00131998,06,ANDERSON,SLOCUM,84144001,,L,544,2019-11-15,f,4314,,1991-05-30,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2614,00131991,06,ANDERSON,SLOCUM,84144001,,L,539,2019-11-15,f,4274,,1991-06-03,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2615,00131992,06,ANDERSON,SLOCUM,84144001,,L,536,2019-11-15,f,4250,,1991-05-28,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2616,00131994,06,ANDERSON,SLOCUM,84144001,,L,544,2019-11-15,f,4314,,1991-06-11,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2617,00131993,06,ANDERSON,SLOCUM,84144001,,L,535,2019-11-15,f,4243,,1991-06-05,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2618,00131995,06,ANDERSON,SLOCUM,84144001,,L,532,2019-11-15,f,4219,,1991-06-07,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2619,00131948,06,ANDERSON,SLOCUM,84144001,,L,545,2019-11-15,f,4322,,1990-01-24,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2621,00131951,06,ANDERSON,SLOCUM,84144001,,L,545,2019-11-15,f,4322,,1990-01-25,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2622,00131947,06,ANDERSON,SLOCUM,84144001,,L,541,2019-11-15,f,4290,,1990-01-26,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2623,00131949,06,ANDERSON,SLOCUM,84144001,,L,539,2019-11-15,f,4274,,1990-01-28,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2624,00131793,06,ANDERSON,SLOCUM,84144001,,L,542,2019-11-15,f,4298,,1987-05-11,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2625,00131787,06,ANDERSON,SLOCUM,84144001,,L,540,2018-12-15,f,4282,,1987-08-03,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,2,5,2,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2628,00131784,06,ANDERSON,SLOCUM,84144001,,L,572,2018-12-15,f,4536,,1987-05-10,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,2,5,2,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2629,00131783,06,ANDERSON,SLOCUM,84144001,,L,526,2019-11-15,f,4171,,1987-05-15,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2630,00131689,06,ANDERSON,SLOCUM,84144001,,L,533,2019-11-15,f,4227,,1985-12-04,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"LEVERAGE OPERATING, LLC",498751,"GARRISON, E. V. ET AL",11848,2631,00131690,06,ANDERSON,SLOCUM,84144001,,L,528,2019-11-15,f,4187,,1985-10-10,2021-01-28,739379,,,,,17,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"C. O. OIL AND GAS, LLC",120745,GINGER,123890,1,23332250,10,HUTCHINSON,BAR NINE (BROWN DOLOMITE),5538300,,L,3185,2018-04-15,f,30863,,1987-02-26,2020-11-12,709913,,,Enf,,29,1,2022,D,f,f,f,f,3,1,3,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"ZAZA ENERGY, LLC",950545,GRAHMANN UNIT,269150,A1H,28533588,02,LAVACA,EAGLEVILLE (EAGLE FORD-2),27135750,,L,13494,2015-09-15,f,211856,,2011-06-03,2020-11-30,716340,,4,Enf,,66,11,2021,D,t,f,t,f,5,8,6,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,TIDWELL PRODUCTION COMPANY,859824,HACKBERRY,109283,1201,46530419,01,VAL VERDE,BAXTER-WENTWORTH (CANYON SAND),6262200,,L,15420,2019-11-15,f,171779,,1983-09-21,2017-06-23,232304,,,,,19,10,2021,D,f,f,f,f,1,6,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ALLGOOD OIL AND GAS, LLC",014132,HALE,31882,2,09331591,7B,COMANCHE,BEATTIE (MARBLE FALLS),6514500,,L,2999,2019-01-15,f,33799,,2015-10-13,2019-02-04,436470,,,Enf,,14,5,2021,D,f,f,f,f,2,4,2,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ULTREX OIL CO., L.L.C.",875591,"HARRELL """"A""""",13758,1,31520050,06,MARION,MARION COUNTY (SHALLOW),57534500,,L,2600,2018-09-15,f,20618,,1968-08-10,2020-11-05,708655,,,Enf,,268,1,2022,D,f,f,f,f,2,8,3,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ULTREX OIL CO., L.L.C.",875591,"HARRELL """"B""""",13757,2,31520058,06,MARION,MARION COUNTY (SHALLOW),57534500,,L,2610,2018-07-15,f,20697,,1968-10-29,2020-11-05,708658,,,Enf,,268,1,2022,D,f,f,f,f,2,10,3,6,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ULTREX OIL CO., L.L.C.",875591,"HARRELL """"D""""",13755,5,31520061,06,MARION,MARION COUNTY (SHALLOW),57534500,,L,2610,2018-07-15,f,20697,,1969-03-15,2020-11-05,708657,271923,2H,Enf,,268,1,2022,D,f,f,f,f,2,10,3,6,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ULTREX OIL CO., L.L.C.",875591,"HARRELL, """"E""""",13754,6,31520062,06,MARION,MARION COUNTY (SHALLOW),57534500,,L,2615,2017-10-15,f,20737,,1969-03-17,2020-07-10,655277,,,Enf,,268,1,2022,D,f,f,f,f,3,7,4,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"R & D OPERATING, INC.",685874,HARRIS ESTATE,122974,1,04902931,7B,BROWN,BROWN COUNTY REGULAR,12406001,,L,1915,2018-05-15,f,21582,,1974-08-26,2020-01-03,566138,,4,Enf,,35,5,2021,D,f,f,f,f,3,0,3,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,HARTT GAS UNIT,200213,4,34731828,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9000,2019-10-15,f,71370,,2004-01-29,2019-10-22,539101,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,HARTT GAS UNIT,204496,5,34731905,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8951,2019-10-15,f,70981,,2004-07-24,2019-10-23,539850,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ALCORN ENERGY, L.L.C.",011262,"HATHAWAY, T C",05913,1,49330538,01,WILSON,LA VERNIA,51093001,,L,1600,2018-07-15,f,17824,,1980-04-04,2020-05-26,634538,,,,,30,11,2021,D,f,f,f,f,2,10,3,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ALCORN ENERGY, L.L.C.",011262,"HATHAWAY, T C",05913,3,49330525,01,WILSON,LA VERNIA,51093001,,L,1525,2018-07-15,f,16989,,1979-06-01,2020-05-26,634538,,,,,30,11,2021,D,f,f,f,f,2,10,3,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,HIDALGO OIL & EXPLORATION CORP.,385390,HATTIE,09446,1,39932165,7C,RUNNELS,FREEMAN,32908001,,L,4852,2018-04-15,f,46725,,1982-02-15,2019-12-13,561421,,2H,,,35,7,2021,D,f,f,f,f,3,1,3,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,HERRING VERNON,070174,1A,08330645,7B,COLEMAN,COLEMAN COUNTY REGULAR (GAS),19511456,,L,2550,2020-01-15,f,28739,,1977-01-15,,,,4,Enf,,23,7,2021,D,f,f,f,f,1,4,1,6,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,"HERRING, V.",098264,1,08332790,7B,COLEMAN,HERRING (WINCHELL),40818350,,L,948,2020-01-15,f,10684,,1982-01-29,2018-11-14,413151,,4,Enf,,23,7,2021,D,f,f,f,f,1,4,1,6,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,"HERRING, V.",098508,4,08332787,7B,COLEMAN,HERRING (BRENEKE),40818200,,L,1499,2019-07-15,f,16894,,1982-01-26,2020-11-13,710449,,4,Enf,,23,7,2021,D,f,f,f,f,1,10,2,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,"HERRING, V.",100788,5,08332898,7B,COLEMAN,MCFARLAND (JENNINGS),59417200,,L,1450,2020-01-15,f,16342,,1982-06-15,2018-11-14,413152,,4,Enf,,23,7,2021,D,f,f,f,f,1,4,1,6,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,"HERRING, V.",101424,3,08332788,7B,COLEMAN,HERRING (WINCHELL),40818350,,L,1496,2020-01-15,f,16860,,1982-01-28,2018-11-14,413145,,4,Enf,,23,7,2021,D,f,f,f,f,1,4,1,6,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,TIDEWATER MINERALS CORPORATION,859552,HILBRICH,181499,1,25531416,02,KARNES,MCCASKILL (WILCOX L-3),58932133,,L,15234,2014-02-15,f,239174,,2000-10-28,2020-11-02,706808,,4,Enf,Rule 15,80,5,2021,D,t,f,t,f,7,3,7,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,TIDEWATER MINERALS CORPORATION,859552,HILBRICH,192597,3,17533447,02,GOLIAD,MCCASKILL (LOWER WILCOX),58932085,,L,16000,2014-02-15,f,251200,,2002-11-04,2020-11-16,711425,,3,Enf,Rule 15,80,5,2021,D,t,f,t,f,7,3,7,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,TIDEWATER MINERALS CORPORATION,859552,HILBRICH,194654,4,17533482,02,GOLIAD,MCCASKILL (LOWER WILCOX),58932085,,L,16827,2014-02-15,f,264184,,2003-03-22,2020-11-16,711426,,4,Enf,Rule 15,80,5,2021,D,t,f,t,f,7,3,7,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,HOLLY SPRINGS,234379,4,34732589,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9306,2019-10-15,f,73797,,2007-09-29,2019-10-28,541958,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"REEF EXPLORATION, L.P.",697952,HOUSTON FARMS,24426,1A,16731254,03,GALVESTON,LONGHORN RANCH (KENBEL SAND),54772235,,L,7335,2016-02-15,f,102177,,1995-08-27,2021-01-25,735759,,2H,,,50,4,2022,D,t,f,t,f,5,3,6,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,GLOBAL XRC CORP,310348,"HUEBNER, M. D.",22045,1,32130020,03,MATAGORDA,"HAMMAN ( 9,800)",38524444,,L,11200,2019-07-15,f,156016,,1970-01-01,2020-08-20,673929,,,Enf,,20,11,2021,D,f,f,f,f,1,10,2,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,J&N PRODUCTION,427816,"HUSSELBY, MARK",02910,1,48381179,10,WHEELER,PANHANDLE WHEELER COUNTY FIELD,68929001,,L,2600,2018-10-15,f,25194,,1984-01-12,2020-08-14,670943,,,,,34,8,2021,D,f,f,f,f,2,7,2,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"KOJO ENERGY, INC.",474050,I. R. T. STATE,37381,3,37136198,08,PECOS,S.E.G. (WICHITA-ALBANY),79227500,,L,4980,2012-06-15,f,89042,,1990-01-25,2020-12-11,721054,,2,,,103,1,2022,D,t,f,t,f,8,11,9,7,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,DBC OPERATING COMPANY LLC,195725,ISABELLA MARIE,261738,D1,41738944,7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR (GAS),82522025,,L,4580,2019-12-15,f,51617,,2010-06-07,2021-03-23,755792,,,Enf,,27,2,2022,D,f,f,f,f,1,5,2,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"MOLDER, TOM",574060,JOHN -A-,31984,3D,37133283,08,PECOS,MALICKY (QUEEN SAND),56949500,,L,2160,2017-06-15,f,38621,,1981-09-02,2020-12-07,718805,,3,Enf,Rule 15,57,8,2021,D,f,f,f,f,3,11,4,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"PG-M INTERNATIONAL OPERATING,LLC",631795,JOHNSON,024954,K1,23380294,10,HUTCHINSON,"PANHANDLE, WEST",68831001,,L,4164,2005-09-15,f,40349,,1984-01-12,2020-08-27,677151,,,,,18,12,2021,D,f,t,f,t,15,8,16,3,D,f,f,f,f,f,t,f,f,f,f,f,f,f,f
O,AMIRMEX INC.,020225,JONES,18247,2,16510255,8A,GAINES,BROWN (WICHITA-ALBANY),12376666,,L,8107,2017-02-15,f,98581,,1984-01-12,2020-12-11,720546,,2H,,,46,6,2021,D,f,f,f,f,4,3,4,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,AMIRMEX INC.,020225,JONES RANCH,62131,1,16531245,8A,GAINES,EDMONSON (SAN ANDRES),27685500,,L,6398,2017-08-15,f,77800,,1978-03-28,2020-12-17,722961,,2H,,,46,6,2021,D,f,f,f,f,3,9,3,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,AMIRMEX INC.,020225,JONES RANCH,62131,2,16531421,8A,GAINES,EDMONSON (SAN ANDRES),27685500,,L,5075,2017-08-15,f,61712,,1978-07-30,2020-12-17,722961,,2H,,,46,6,2021,D,f,f,f,f,3,9,3,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,AMIRMEX INC.,020225,"JONES, E. H. NCT-1 """"J""""",15326,4,16502890,8A,GAINES,TEX-PAC (CLEAR FORK),89024333,,L,8294,2017-08-15,f,100855,,1984-01-12,2020-11-18,712393,,4,,,46,6,2021,D,f,f,f,f,3,9,3,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,AMIRMEX INC.,020225,"JONES, E. H. NCT-1 """"J""""",15326,5,16502892,8A,GAINES,TEX-PAC (CLEAR FORK),89024333,,L,8046,2017-08-15,f,97839,,1984-01-12,2020-11-18,712393,,4,,,46,6,2021,D,f,f,f,f,3,9,3,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"ALLGOOD OIL AND GAS, LLC",014132,JORDYN BAILEE,31029,1,09331568,7B,COMANCHE,COMANCHE COUNTY REGULAR,19872001,,L,2905,2019-02-15,f,32739,,2012-07-31,2019-10-04,531961,,,Enf,,14,5,2021,D,f,f,f,f,2,3,2,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"PG-M INTERNATIONAL OPERATING,LLC",631795,KARCAT,02304,2W,06500961,10,CARSON,PANHANDLE CARSON COUNTY FIELD,68845001,,L,3100,2012-05-15,f,30039,,1984-01-12,2021-01-04,726762,,,,,18,12,2021,D,t,f,t,f,9,0,9,7,A,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",00247,36,34980320,05,NAVARRO,CORSICANA (SHALLOW),20823500,,L,1084,2019-07-15,f,6938,,1984-01-12,2017-09-18,257818,,,,Rule 15,14,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",00247,41,34983723,05,NAVARRO,CORSICANA (SHALLOW),20823500,,L,2091,2019-07-15,f,13382,,1954-12-29,2021-03-10,751531,,,,Rule 15,14,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",00247,44,34983724,05,NAVARRO,CORSICANA (SHALLOW),20823500,,L,2120,2019-07-15,f,13568,,1960-11-28,2017-09-18,257818,,,,Rule 15,14,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KEY,187977,1,34731724,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8990,2019-10-15,f,71291,,2001-12-01,2019-10-25,540935,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KEY GAS UNIT,223547,3,34732334,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9595,2019-09-15,f,76088,,2006-09-08,2019-11-12,548298,,,Enf,,21,9,2021,D,f,f,f,f,1,8,2,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"AUSTIN OPERATING, LLC.",037252,KOEHLER,01144,3,05501597,01,CALDWELL,LULING-BRANYON,55679001,,L,2225,2019-03-15,f,24787,,1984-01-12,2021-02-12,743642,275356,2,Enf,,259,1,2022,D,f,f,f,f,2,2,2,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KOLB GAS UNIT,225220,3,34732403,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9327,2019-10-15,f,73963,,2006-12-23,2019-10-29,542580,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"LAND, B. M. GAS UNIT",234129,6,34732614,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9220,2019-10-15,f,73115,,2007-11-05,2021-01-15,732578,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"LAND, B. M. GAS UNIT",236068,3,34732534,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9361,2019-10-15,f,74233,,2007-07-10,2019-10-29,542772,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,WALKING X OIL CO.,892810,LASSETER UNIT,66696,1,07932560,8A,COCHRAN,MRY (FUSSELMAN),56334050,,L,9445,2016-10-15,f,114851,,1991-05-16,2020-01-02,565486,,2H,Enf,,55,8,2021,D,f,f,f,f,4,7,4,10,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"MOLDER, TOM",574060,"LEHN-APCO, NORTH /1600/ UNIT",11729,204W,37103810,08,PECOS,"LEHN-APCO, NORTH (1600)",53002666,1,L,1988,2017-06-15,f,35545,,1949-06-06,2020-12-07,718808,245177,2H,Enf,Rule 15,57,8,2021,D,f,f,f,f,3,11,4,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,MADISON AND WRIGHT LLC,521182,LEWELLING STATE,38495,1,38930424,08,REEVES,MATTHEWS (CANYON CONS.),58327200,,L,15875,2020-01-15,f,283845,,1978-12-13,2020-08-05,666469,,,Enf,,13,4,2022,D,f,f,f,f,1,4,2,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,LION HEART,246785,1,28931661,05,LEON,HILLTOP RESORT (BOSSIER),41515250,,L,20200,2019-10-15,f,129280,,2007-12-07,,,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"CREST PETROLEUM, LLC",189894,"LOCKWOOD, M. G.",004049,2U,05701062,02,CALHOUN,"SAN ANTONIO BAY, N. (D 1-2)",80117188,,L,8000,2015-11-15,f,125600,,1959-04-29,2020-11-12,710274,,4,Enf,,64,1,2022,D,t,f,t,f,5,6,6,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"CREST PETROLEUM, LLC",189894,"LOCKWOOD, M. G.",004054,3L,05701063,02,CALHOUN,"SAN ANTONIO BAY, N. (E-1)",80117470,,L,7950,2015-11-15,f,124815,,1960-03-25,2019-03-14,450943,,4,Enf,,64,1,2022,D,t,f,t,f,5,6,6,2,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,224490,5H,47939510,04,WEBB,PANCHO (WILCOX),68778475,,L,9675,2018-06-15,f,80496,,2006-08-25,2020-10-30,705735,,3,,Rule 15,33,6,2021,D,f,f,f,f,2,11,3,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"VOGO, INC.",886321,"LOWE, A. F.",00913,3,49900951,06,WOOD,MERIGALE-PAUL,60652001,,L,4797,2015-12-15,f,38040,,1984-01-12,2021-03-04,749413,272383,2,,,62,4,2022,D,t,f,t,f,5,5,6,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
