district,api,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,bonded_depth,field_name,county,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent
01,12732237,2,SOUTH COAST OIL & GAS CO.,802633,STUMBERG,095640,5,4720,"CATARINA, SW. (OLMOS)",DIMMIT,,2016-11-30,162354,Enf,,285
08,37135161,2H,"ROCA PRODUCTION, INC.",722193,COTTEN,33321,1A,4925,"ABELL, EAST (CLEAR FORK)",PECOS,,2020-11-17,712060,Enf,,25
08,37135842,2,"ROCA PRODUCTION, INC.",722193,EATON,121972,1A,2050,"ABELL, EAST (GRAYBURG)",PECOS,,2020-11-18,712347,Enf,,25
08,37105353,2,"ROCA PRODUCTION, INC.",722193,STATE-SILVERMAN A/C 2,29201,5,5961,"ABELL, W. (CLEAR FORK 3900 FT)",PECOS,,2020-11-17,712059,Enf,,25
08,37105350,2,"ROCA PRODUCTION, INC.",722193,STATE-SILVERMAN A/C 2,29201,2W,5945,"ABELL, W. (CLEAR FORK 3900 FT)",PECOS,,2020-11-17,712059,Enf,,25
08,37105354,2,"ROCA PRODUCTION, INC.",722193,STATE-SILVERMAN A/C 2,29201,6,5986,"ABELL, W. (CLEAR FORK 3900 FT)",PECOS,,2020-11-17,712059,Enf,,25
7C,38331506,2H,H&H OPERATING,341331,PALO-BOOTHE G,08854,1,6500,"BARNHART, NE. (GRAYBURG)",REAGAN,,2020-11-13,710668,Enf,,31
7C,38331540,2H,H&H OPERATING,341331,PALO-TOMMYE BOOTHE S,08353,1,6650,"BARNHART, NE. (GRAYBURG)",REAGAN,,2020-11-13,710669,Enf,,31
01,05503706,3,"EAGLE FORD OIL CO., INC.",238351,"CARTWRIGHT, A. M.",03493,1,2056,LULING-BRANYON,CALDWELL,246378,,,Enf,Rule 15,62
8A,30331533,2H,"TRINITY BAY OIL & GAS, INC.",869984,HOLT,69799,1,5995,"BROADVIEW, WEST (CLEAR FORK)",LUBBOCK,,2020-07-28,662268,,Rule 15,35
08,38932593,2H,HORTON OILFIELD SERVICES,401740,HILL & HILL 34,45183,4,2801,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568901,,Rule 15,29
08,38932596,4,HORTON OILFIELD SERVICES,401740,REEVES STATE -27-,33832,7,2758,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568896,,Rule 15,29
08,38932063,3,HORTON OILFIELD SERVICES,401740,HILL & HILL,150371,3034,3110,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568903,,Rule 15,29
08,38932038,3,HORTON OILFIELD SERVICES,401740,REEVES STATE -27-,33832,4,3000,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568896,,Rule 15,29
08,38930874,2,HORTON OILFIELD SERVICES,401740,REEVES STATE 22,073716,1,2890,"MARSH, S. (DELAWARE)",REEVES,,2020-01-09,570437,,Rule 15,29
08,38932062,2,HORTON OILFIELD SERVICES,401740,REEVES STATE 35,149340,2,2955,"MARSH, S. (DELAWARE)",REEVES,,2020-01-09,570435,,Rule 15,29
08,38932595,3,HORTON OILFIELD SERVICES,401740,REEVES STATE 35,276068,3,2885,"MARSH, S. (DELAWARE)",REEVES,,2020-01-10,570440,,Rule 15,29
7C,38331739,2H,H&H OPERATING,341331,PALO-TOMMYE BOOTHE S,08353,3,2150,"BARNHART, NE. (GRAYBURG)",REAGAN,,2020-11-13,710669,Enf,,31
06,41930580,4,"C & C PETROLEUM MANAGEMENT, LLC",120104,HILL,136375,1,4760,"BRIDGES, E. (MOORINGSPORT)",SHELBY,,2020-11-19,712760,Enf,,96
03,07130864,4,ACE PRODUCTIONS,003539,WILLOW SLOUGH GU 2,078114,1,8750,"WILLOW SLOUGH (FB-A, F-1)",CHAMBERS,,2021-03-02,748136,Enf,,272
03,70330245,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,STATE TRACT 485-L,133691,3F,9138,MATAGORDA ISLAND BLK. 485-L (W),MATGRDA IS-LB,210221,,,Enf,,111
03,70330054,3,"CAPCO OFFSHORE OF TEXAS, INC.",130342,"STATE TRACT 485-L, SW/4",069709,1,12900,EL GORDO (MIOCENE),MATGRDA IS-LB,210223,,,Enf,,111
02,46934152,4,MIDWAY DRILLING CO.,566352,O'CONNOR,282793,5,3300,WILDCAT,VICTORIA,,2021-01-21,733946,,,59
02,17531118,3,L & L INVESTMENTS,479901,BUCKERT,078976,2,9236,"A-B-R, NE. (2150)",GOLIAD,,2017-02-02,182077,,,348
7C,41332975,3,RANCHERS RESOURCES INC.,690557,UPTON,19501,1,4936,WILDCAT,SCHLEICHER,,2020-03-25,604639,,,48
04,42733070,3,THE MEDUSA COMPANY,851528,STATE OF TEXAS,169195,1,14500,ALANIZ (WILCOX),STARR,,2020-12-14,721347,,,38
02,46934031,4,MIDWAY DRILLING CO.,566352,O'CONNOR,09053,2,3110,ANAQUA,VICTORIA,,2020-10-28,704852,,,59
02,46933956,4,MIDWAY DRILLING CO.,566352,O'CONNOR,09240,1,3210,ANAQUA (3000),VICTORIA,,2020-10-28,704829,,,59
03,28930482,3,A & P OIL & GAS,000480,NONA JO,15232,1,7840,HALLIDAY (WOODBINE),LEON,,2020-11-05,707978,Enf,Rule 15,82
10,17932404,2,BLACKBIRD ENERGY HOLDINGS LLC,073058,MOORE,183678,1,4674,GILL RANCH (BROWN DOLOMITE),GRAY,,2020-11-04,707547,Enf,,100
8A,12530075,2H,PETROSOURCE ENERGY CORPORATION,660812,WHEELIS,61176,1,4540,GIRARD (TANNEHILL),DICKENS,,2020-12-02,716215,Enf,,314
7B,36333893,4,MINGUS OIL & GAS,569683,FERGUSON UNIT,129052,2,3450,MINGUS (BIG SALINE),PALO PINTO,,2020-10-25,703458,Enf,Rule 15,41
02,39133081,3,"HIGH PLAINS GAS SYSTEMS, INC.",385551,SCANIO-SHELTON,11012,16,6180,MISSION RIVER (5800),REFUGIO,,2021-01-25,735432,Enf,Rule 15,62
04,13137512,4,"CONTINENTAL EXPLORATION, L.L.C.",173649,WELDER HEIRS 212,149648,1,12500,"DEJAY, NORTH (SLICK)",DUVAL,,2020-12-17,723217,Enf,Rule 15,49
08,49510501,4,RAIDER OIL & GAS COMPANY,688474,CRUM,16080,10,3404,KEYSTONE (COLBY),WINKLER,,2020-09-01,679118,,Rule 15,88
08,38930875,4,HORTON OILFIELD SERVICES,401740,REEVES STATE 27,072794,2,3453,"MARSH, S. (DELAWARE)",REEVES,,2020-01-09,570436,,Rule 15,29
08,38930293,2,HORTON OILFIELD SERVICES,401740,REEVES-STATE 27,170408,1,2995,"MARSH, S. (DELAWARE)",REEVES,,2020-01-09,570443,,Rule 15,29
08,38930873,3,HORTON OILFIELD SERVICES,401740,REEVES-STATE 23,072819,1023WI,3150,"MARSH, S. (DELAWARE)",REEVES,,2020-01-09,570439,,Rule 15,29
08,38930930,3,HORTON OILFIELD SERVICES,401740,HILL & HILL 34,075080,1,2953,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568902,,Rule 15,29
08,38932064,2,HORTON OILFIELD SERVICES,401740,REEVES STATE 27,150160,5,3050,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568904,,Rule 15,29
08,38932227,3,HORTON OILFIELD SERVICES,401740,REEVES STATE 27,37056,6,2752,"MARSH, S. (DELAWARE)",REEVES,,2020-01-08,568898,,Rule 15,29
7B,04980060,4,"R & D OPERATING, INC.",685874,BUCKNER,017482,B1,1532,"BROWNWOOD, WEST (MARBLE FALLS)",BROWN,,2019-07-15,496732,Enf,,35
7B,04980063,4,"R & D OPERATING, INC.",685874,WHIDDEN HEIRS,017487,1,1499,"BROWNWOOD, WEST (MARBLE FALLS)",BROWN,,2019-07-15,496733,Enf,,35
7B,08334358,4,DINO OPERATING LLC,220719,LANDERS,118106,1,4225,GRIMM (GARDNER),COLEMAN,,2019-04-11,462165,Enf,,31
7B,08334746,4,DINO OPERATING LLC,220719,LANDERS,123880,2,3440,GRIMM (GARDNER),COLEMAN,,2019-04-11,462166,Enf,,31
02,29702767,2,MIDSTATES CORPORATION,566101,SANGER HEIRS,08006,2,7615,"KITTIE WEST (HOCKLEY, LOWER)",LIVE OAK,,2020-07-06,652132,Enf,,266
7B,25334102,4,RWJ OPERATING LLC,739805,BUMPASS,27044,3A,4667,MONA BETH (PALO PINTO REEF),JONES,,2020-11-03,707190,Enf,,51
08,38930871,3,SONORAN ENERGY INC.,802215,REEVES STATE 35,073461,1,2999,"MARSH, S. (DELAWARE)",REEVES,,2020-11-23,715553,Enf,,130
02,17531701,3,OFFSPRING WELL SALVAGE,618934,PEREIRA,104466,2,4410,DIAL (HOCKLEY 3380),GOLIAD,,2020-11-17,711645,Enf,,261
08,22701045,3,HARTOIL CORPORATION,362980,PATTERSON-DUNCAN,08870,6,3200,MOORE,HOWARD,,2020-09-25,690782,Enf,,22
08,22733622,3,HARTOIL CORPORATION,362980,PLAYA,29732,2,3310,MOORE,HOWARD,,2020-01-22,574557,Enf,,22
7B,04933397,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,CONNAWAY-GRELLE GAS UNIT,107983,2,1440,"BROOKESMITH,E(MARBLE FALLS REEF)",BROWN,,2020-12-15,721632,Enf,Rule 15,52
02,29733782,2H,RODESSA OPERATING COMPANY,723592,MCNEILL,181975,2,5347,"DINERO, WEST (PETTUS)",LIVE OAK,,2021-02-24,745717,Enf,Rule 15,80
02,39130563,2H,"DOLPHIN PETROLEUM, LP",222226,"OCONNOR, MARY ELLEN",05502,39,6400,"WOODSBORO, SOUTH (4200)",REFUGIO,274663,2019-12-09,558188,Enf,Rule 15,48
02,39103680,3,"DOLPHIN PETROLEUM, LP",222226,"OCONNOR, MARY ELLEN",05502,5,5600,"WOODSBORO, SOUTH (4200)",REFUGIO,274663,2019-12-12,560192,Enf,Rule 15,48
7B,04931092,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,MCCLELLEN P.N.,069177,1,1312,"BROWNWOOD, SOUTH (MARBLE FALLS)",BROWN,,2020-12-11,721036,Enf,Rule 15,52
7B,04980175,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,RICE I. G.,061027,1,1450,"BROWNWOOD, SOUTH (MARBLE FALLS)",BROWN,,2020-06-10,643598,Enf,Rule 15,52
01,18730109,4,ALLTEX OPERATING COMPANY,015056,KNODEL -D-,14481,3,2615,DARST CREEK (BUDA),GUADALUPE,,2020-06-01,637045,,Rule 15,29
01,17731971,2H,"ANGEL LAND CO., INC.",025443,KITTIE,13564,2,5270,WILDCAT,GONZALES,,2020-08-03,664675,Enf,,277
01,17731701,2,"ANGEL LAND CO., INC.",025443,KITTIE,13564,3,3508,WILDCAT,GONZALES,,2020-08-03,664675,Enf,,277
01,32333441,4,"ATERRA EXPLORATION, LLC",036043,WHITWORTH,17553,2,3710,WILDCAT,MAVERICK,,2016-06-22,114420,Enf,,69
01,46530784,3,"BEESON ENERGY, INC.",061799,REDD STATE,232716,1,15886,WILDCAT,VAL VERDE,,2020-03-26,604835,Enf,,105
08,47534182,2,MAKK OIL PRODUCTION INC.,522996,N X S,34308,1,5144,"MONAHANS, NW. (HOLT)",WARD,,2020-12-15,721800,,,94
03,03930121,2H,"PRYTANIA OIL AND GAS, LLC",682057,LOCKHART BANK UNIT 2,090401,3,12000,"ALVIN, SOUTH (#46)",BRAZORIA,,2021-04-05,759634,,,14
01,01333889,3,"REGENCY ENERGY, INC.",698761,"NAEGLIN, MIKE",227894,1,2453,"BENTON CITY S, (ANACACHO)",ATASCOSA,274369,2021-03-26,756990,,,100
09,23734558,2H,"TARGO OIL & GAS, INC.",836095,"SHANAFELT, S. C.",102567,1,3580,"STRAHAN (STRAWN,OIL)",JACK,274396,2021-01-19,732979,,,223
04,24731977,3,"BLUE AGAVE RESOURCES, LLC",076425,RAMIREZ GAS UNIT,142830,1,10250,"ALWORTH(WILCOX, HINNANT 1ST)",JIM HOGG,,2020-10-30,706105,,,86
01,32332371,3,JANCO OPERATING,429778,STUBBLEFIELD,12457,1,1601,WILDCAT,MAVERICK,,2018-07-06,361569,,,352
01,49130355,4,CUTRER ENERGY,195836,MMH,11863,1,300,WILDCAT,WILLIAMSON,,2020-01-14,570052,,,316
02,17531333,4,"MOORE OIL & GAS, INC.",581300,BAECKER,089299,1C,5458,"ANDER, SOUTH (2300)",GOLIAD,,2021-02-11,743937,,,385
08,10501044,3,D AND B OIL,196224,THOMPSON,06799,1S,1080,TOBORG,CROCKETT,276276,2020-12-17,723128,,,121
04,00700201,3,"TRYALL, INC",872138,COPANO BAY STATE,049584,70,7377,"FULTON BEACH, WEST (A-4)",ARANSAS,,2020-11-12,710217,,,67
10,23313013,3,"LIQUID PETROLEUM RESOURCES, INC.",502771,WHITTENBURG,025266,2,,"PANHANDLE, WEST",HUTCHINSON,,2020-11-17,711638,Enf,,86
8A,12530362,3,"TKP PETROLEUM, INC.",860891,LANGFORD,66657,1,4475,"GIRARD, N. (TANNEHILL)",DICKENS,,2021-04-05,759791,Enf,Rule 15,34
8A,12531020,4,"TKP PETROLEUM, INC.",860891,PITCHFORK UNIT,68878,1401,4470,"GIRARD, N. (TANNEHILL)",DICKENS,,2020-12-02,716214,Enf,Rule 15,34
8A,12531109,4,"TKP PETROLEUM, INC.",860891,SMITHEY-RACKLEY B UNIT,69353,2,4460,"GIRARD, N. (TANNEHILL)",DICKENS,,2020-12-02,716213,Enf,Rule 15,34
01,50732856,3,ESPADA OPERATING LLC,254277,CHAPARROSA F,17361,1V,8295,WILDCAT,ZAVALA,,2016-12-15,167715,Enf,Rule 15,91
8A,12530467,3,"TKP PETROLEUM, INC.",860891,LANGFORD,66657,2,4450,"GIRARD, N. (TANNEHILL)",DICKENS,,2021-04-05,759791,Enf,Rule 15,34
01,31133813,3,"OMEGA ENERGY, LLC",622657,MORRILL,220046,1X,4364,"GAS-X, SHALLOW (CARRIZO)",MCMULLEN,,2020-11-18,712149,Enf,Rule 15,83
7B,04931105,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,CONNAWAY-GRELLE GAS UNIT,070326,1,1445,"BROOKESMITH,E(MARBLE FALLS REEF)",BROWN,,2020-12-14,721040,Enf,Rule 15,52
08,13534742,3,"BROCK, J.",095367,COLE-WILLIAMSON -6-,30624,1,5900,"GOLDSMITH, N. (SAN ANDRES, CON.)",ECTOR,,2020-12-15,721735,,Rule 15,85
01,33130950,3,"COLBY OF NEVADA, INC.",167047,BATTE-HICKMAN,12634,C2,5969,WILDCAT,MILAM,,2016-11-21,160322,Enf,,352
08,38900819,4,LICON OIL CO.,500376,TXL,09718,1,3930,AYLESWORTH,REEVES,,2020-11-24,715555,Enf,,227
01,03130097,3,"DORRIS PETROLEUM, INC.",224555,SMITH,12635,1,2140,WILDCAT,BLANCO,,2020-11-24,714162,Enf,,303
05,47130366,4,"ZAZA ENERGY, LLC",950545,JOSEY WALES,04076,1,13455,AGUILA VADO (EAGLEFORD),WALKER,,2021-02-05,741111,Enf,,66
02,23930328,3,"PI ENERGY, INC.",664190,FORMOSA PLASTICS DEV. CORP.,08032,1,8818,"CARANCAHUA BAY, N. (MELBORNE)",JACKSON,,2020-12-01,715677,Enf,,153
10,23380319,3,"LIQUID PETROLEUM RESOURCES, INC.",502771,OTIS,025067,2,4164,"PANHANDLE, WEST",HUTCHINSON,,2020-12-29,725665,Enf,,86
04,35532122,3,JUST TRUCKING,448225,GUARANTY NATIONAL BANK,11380,2,7100,AGUA DULCE (6320),NUECES,,2021-03-12,752397,,,101
01,13731974,4,"CHARIS ENERGY, INC.",146369,HYDE,251750,1,4655,WILDCAT,EDWARDS,,2020-06-03,649848,,,67
7C,43531076,3,"K-DAE PRODUCTION, LLC",448534,ADAMS,064613,1064,3150,ADAMS (CANYON SAND),SUTTON,,2021-01-20,733596,,,91
01,13731920,3,MEGAWEST ENERGY TEXAS CORP.,559352,MADGE SHANKLIN,14973,1091,1102,WILDCAT,EDWARDS,,2016-11-04,156081,,,92
01,13731855,2,UHC PETROLEUM CORPORATION,875653,WARDLAW,234000,801,9971,WILDCAT,EDWARDS,,2016-01-05,53749,,,99
01,49332622,4,MIDWAY DRILLING CO.,566352,CONCORD OIL CO.,17362,2,1808,WILDCAT,WILSON,,2020-11-19,712617,,,59
7B,44780781,4,"THOMAS, JIM",853770,EVERETT ESTATE,07326,1,3473,"MOBILE (STRAWN, UPPER)",THROCKMORTON,,2020-10-29,705374,,,500
7B,44780782,4,"THOMAS, JIM",853770,EVERETT ESTATE,07326,2,3464,"MOBILE (STRAWN, UPPER)",THROCKMORTON,,2020-10-29,705374,,,500
7B,36334351,4,MINGUS OIL & GAS,569683,RICHARDS RANCH,153417,3,3630,BOB RICHARDS RANCH (CONGL.),PALO PINTO,,2020-10-29,705045,Enf,Rule 15,41
7B,36334296,4,MINGUS OIL & GAS,569683,PITMAN,151308,1,3639,BOB RICHARDS RANCH (CONGL.),PALO PINTO,,2020-10-29,705042,Enf,Rule 15,41
02,23933028,3,GREAT TEXAS CRUDE INC.,328774,GRAHAM,08506,2,3000,WILDCAT,JACKSON,,2020-12-18,723713,Enf,Rule 15,88
03,29100326,4,LTS OIL & GAS,511745,STONE,25264,1,11486,WILDCAT,LIBERTY,,2020-10-30,705952,Enf,Rule 15,89
03,29130672,4,LTS OIL & GAS,511745,STONE,25264,8,10700,WILDCAT,LIBERTY,,2020-10-30,705952,Enf,Rule 15,89
02,23933075,3,TIDEWATER MINERALS CORPORATION,859552,CALLAWAY,225631,2,2713,MORALES (2280),JACKSON,,2020-12-18,723712,Enf,Rule 15,80
02,23933259,3,TIDEWATER MINERALS CORPORATION,859552,CAMPBELL,238942,2,4000,MORALES (2540),JACKSON,,2016-10-25,152868,Enf,Rule 15,80
7B,05937014,4,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,3,1600,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
7B,05937012,4,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,1,1617,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
7B,05902510,4,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,A1,1547,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
7B,05902512,4,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,A3,1540,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
7B,05980921,4,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,2,1530,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
08,37130706,3,RAIDER OIL & GAS COMPANY,688474,MCDONALD,22811,1,5410,"EL CINCO, S. (WICHITA ALBANY)",PECOS,,2021-03-26,757259,,Rule 15,88
7B,13337669,4,RINGO RIG LLC,712386,LITTLE,27541,1,901,EASTLAND COUNTY REGULAR,EASTLAND,,2020-11-30,715152,Enf,,23
04,47935860,2,PETRO-SMITH OPERATING LLC,660313,DE LA GARZA MINERAL TRUST,12285,8,8110,WILDCAT,WEBB,,2021-02-22,744777,Enf,,16
04,42732423,2,"SONTERRA OPERATING, INC.",802302,SILVA,137160,1,12137,"CHAPENO (MIDDLE WILCOX """"A"""")",STARR,,2020-11-10,709642,Enf,,118
02,46932108,4,LODI DRILLING & SERVICE CO.,505341,CRABTREE,07995,2,8500,"HEYSER, EAST (8120)",VICTORIA,,2020-10-27,704827,Enf,,82
7B,13337670,4,RINGO RIG LLC,712386,LITTLE,27541,1A,891,EASTLAND COUNTY REGULAR,EASTLAND,,2020-11-30,715152,Enf,,23
08,10303484,2,"SOL OIL CO., L.C.",801113,UNIVERSITY -P-,11221,7,3270,DUNE,CRANE,,2019-08-21,512812,Enf,,52
02,05730779,2H,HIGH ISLAND GAS LLC,385533,STATE TRACT 105,150659,11,5913,MATAGORDA BAY (2100),CALHOUN,,2016-11-09,157656,Enf,,73
04,27300813,2,LAMAY CORPORATION,484025,FIMBLE GAS UNIT,015277,2L,9848,YEARY (FIMBLE),KLEBERG,,2020-10-23,703449,Enf,,58
04,24932489,3,DANNELL ENERGY,199607,ROCKIN ND,252943,1,3000,WILDCAT,JIM WELLS,,2020-03-03,593481,,,125
8A,16510255,2H,AMIRMEX INC.,020225,JONES,18247,2,8107,BROWN (WICHITA-ALBANY),GAINES,,2020-12-11,720546,,,46
03,70830312,2H,"SEIRAN E & P COMPANY, LLC",763817,STATE TRACT 98-L,125715,8,10068,BLOCK 98-L,HIGH IS-LB,,2020-11-04,707427,,,119
03,70830101,2H,"SEIRAN E & P COMPANY, LLC",763817,STATE TRACT 98-L,073070,3,10042,BLOCK 98-L,HIGH IS-LB,,2020-11-04,707423,,,119
7B,13334695,4,MINGUS OIL & GAS,569683,ROBINSON,105066,2,3760,EASTLAND COUNTY REGULAR (GAS),EASTLAND,,2020-07-01,652053,Enf,Rule 15,41
03,35130420,2,"OMEGA ENERGY, LLC",622657,SANTA FE RUNNELS,17951,2,10417,"CLAY POINT, SOUTH (WILCOX)",NEWTON,,2020-12-22,724644,Enf,Rule 15,83
05,30930421,4,PIERCO ENERGY CORP.,665422,BOGGS,253851,1,4228,WILDCAT,MCLENNAN,,2020-09-22,689608,Enf,Rule 15,88
7B,36335447,4,XSTAR RESOURCES LLC,945934,BARRON,255381,8,398,WILDCAT,PALO PINTO,,2020-10-26,703844,Enf,Rule 15,71
7B,09331559,4,TEXTRON SOUTHWEST INC.,850938,BARNETT CODY,31016,1,2860,WILDCAT,COMANCHE,,2020-12-08,718371,Enf,Rule 15,49
7B,04930464,4,K & W VANPELT COMPANY,448748,LEWIS-MURPHEE,25166,1,2735,BROWN COUNTY REGULAR,BROWN,,2020-10-19,700865,Enf,Rule 15,21
03,33930704,2H,"BLACK JACK SERVICES, L.L.C.",072704,CHAMPION,20941,1,7516,"SPLENDORA, EAST (7000 YEGUA)",MONTGOMERY,,2019-03-14,451370,Enf,Rule 15,73
02,23933027,3,GREAT TEXAS CRUDE INC.,328774,GRAHAM,175657,1,3000,"CORDELE, WEST (2600)",JACKSON,,2020-12-18,723711,Enf,Rule 15,88
7B,13334145,4,TK OPERATING,860912,JAMESON,101674,1,3438,"FAIR (MARBLE FALLS, LOWER)",EASTLAND,,2020-12-08,718447,Enf,Rule 15,42
7B,13335291,4,TK OPERATING,860912,JAMESON,107457,2,3371,"FAIR (MARBLE FALLS, LOWER)",EASTLAND,,2020-12-08,718448,Enf,Rule 15,42
7B,05904444,4,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,4,1530,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
01,28331110,4,"TUCKER PETROLEUM, INC.",872495,SCHLETZE,115638,1,8610,ENCINAL (OLMOS 8200),LA SALLE,,2020-11-24,714537,,Rule 15,74
04,48930869,4,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,04287,213,8020,"WILLAMAR (GRABEN A-1 SD., N.)",WILLACY,,2021-02-10,742883,,Rule 15,39
02,29733583,2,"STRATCO OPERATING CO., INC.",825462,HARRIS -N-,118346,2,8800,"HARRIS, NE. (MASSIVE SEG. C)",LIVE OAK,,2020-11-16,711967,Enf,,119
01,32333431,4,"ATERRA EXPLORATION, LLC",036043,WHITWORTH,273598,1H,5940,WILDCAT,MAVERICK,,2016-06-22,114419,Enf,,69
01,50731883,3,"GILLEY, SAM D.",306100,DECLEENE,113359,1T,2662,"ROCHELLE, WEST (BRACERO)",ZAVALA,,2016-11-02,155944,Enf,,305
06,31530808,4,"CHAPARRAL OPERATING, INC.",144581,DUNCAN,148933,1,6100,"RODESSA (GLOYD, NORTH)",MARION,,2021-01-13,732143,Enf,,196
7B,41739598,4,DBC OPERATING COMPANY LLC,195725,ISABELLA MARIE,32124,D2,4585,WILDCAT,SHACKELFORD,,2020-03-12,598359,Enf,,27
7C,09532423,3,MINX RESOURCES LLC,570212,KRIEG,283034,1,1897,WILDCAT,CONCHO,,2021-03-31,758959,Enf,,32
7B,14331174,4,"QUEST-TEX ENERGY OP II, LLC",684645,STERLING,29912,2,3650,"STRAWN, NW. (MARBLE FALLS)",ERATH,,2020-10-28,704867,Enf,,47
8A,44531086,2H,BARJ OIL CO.,049280,MOSS,64148,1,11717,"CORRIGAN, EAST (FUSSELMAN)",TERRY,,2020-11-04,707646,Enf,,24
03,33901925,4,"BISHOP, TRAVIS L",072516,CHAMPION,18554,1D,3020,"SPLENDORA, E. (6230 YEGUA)",MONTGOMERY,,2021-03-01,748191,,,62
8A,16501638,2H,AMIRMEX INC.,020225,JONES,18247,5,8102,BROWN (WICHITA-ALBANY),GAINES,,2020-12-11,720546,,,46
8A,16510256,2H,AMIRMEX INC.,020225,JONES,18247,3,8130,BROWN (WICHITA-ALBANY),GAINES,,2020-12-11,720546,,,46
7B,13333738,3,"JP OIL & GAS, LLC",448017,WOOLLEY-PARSLEY UNIT,29953,6,3626,"MANGUM, NORTH (3200)",EASTLAND,,2021-02-12,743805,,,22
7B,04935787,4,K & W VANPELT COMPANY,448748,HATHCOCK,16457,2,2059,BROWN COUNTY REGULAR,BROWN,,2020-12-07,718083,Enf,Rule 15,21
7B,04932057,4,K & W VANPELT COMPANY,448748,HATHCOCK,16457,1,1800,BROWN COUNTY REGULAR,BROWN,,2020-12-07,718083,Enf,Rule 15,21
7B,04930461,4,K & W VANPELT COMPANY,448748,LEWIS,09349,5,2700,BROWN COUNTY REGULAR,BROWN,,2020-10-19,700866,Enf,Rule 15,21
02,02532705,3,"OMEGA ENERGY, LLC",622657,SUGAREK,151640,1,4250,WILDCAT,BEE,,2020-11-23,713953,Enf,Rule 15,83
02,29733623,3,"SALT CREEK PRODUCTION, INC.",744277,PARKER,08837,1,5458,"DINERO, WEST (YEGUA)",LIVE OAK,,2020-11-16,710908,Enf,Rule 15,33
01,31134076,3,ROYKO OIL COMPANY,732198,HENRY,15109,1,11790,A.W.P. (OLMOS),MCMULLEN,,2020-10-07,695521,Enf,Rule 15,71
7B,05980923,2,MOUNT VERNON ENERGY LLC,591977,JEFFREY,00606,7,1518,EGN (KING SAND),CALLAHAN,,2020-11-04,707241,Enf,Rule 15,32
04,48930908,4,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,03390,215,8060,"WILLAMAR, WEST",WILLACY,,2020-12-18,723759,,Rule 15,39
03,48134867,4,"EVANS, S. LAVON  JR. OPER. CO.",255456,LLSE MILLER,254918,1,17030,"DYNAMIC (WILCOX 15,150)",WHARTON,,2020-07-16,657374,,Rule 15,33
7B,04930243,4,MER RESOURCES,559709,TISCHLER,11842,1S,1148,BROWN COUNTY REGULAR,BROWN,,2019-05-28,478834,Enf,,48
08,37136433,3,SUPERIOR OPERATING COMPANY,830282,REED,34355,1A,3221,WILDCAT,PECOS,,2020-11-16,711083,Enf,,305
08,30131005,2,OLYMPIC OIL AND GAS CORPORATION,622495,ARICA 42,35944,1,3110,WILDCAT,LOVING,,2020-04-23,620883,Enf,,326
08,47533657,4,PLATINUM EXPLORATION INC.,667939,DUNAGAN -28-,36081,1,899,WILDCAT,WARD,,2020-06-22,646569,Enf,,148
8A,18930475,2H,PETROGLOBE ENERGY USA LTD.,660038,RAMSOWER,69918,1113,10093,WILDCAT,HALE,,2021-01-04,726754,Enf,,128
08,33500298,2,"M & M GENERAL CONTRACTORS, INC.",518587,SMALLWOOD-MCCARTY,00678,2,3050,"COLEMAN RANCH, N. (CLEAR FORK)",MITCHELL,238937,2021-01-19,742675,Enf,,78
7C,32731011,2,"F & S PETROLEUM, L.L.C.",257521,SULTEMIER -A-,16312,2,3888,"F & H, N. (3665)",MENARD,,2021-01-08,729506,Enf,,98
